id,text,difficulty,topics,llm_usefulness,usefulness
284323,I will get through with my homework before he comes.,B1,"school,future plans,time",7.0,7.0
10555467,I've got no idea why he's scared of violins.,B1,"animals,emotions,music,negation",7.0,7.0
254607,I named the kitten Tama.,B1,animals,7.0,7.0
13025397,I didn't go to the library yesterday.,B1,"school,time,negation",7.0,7.0
8990670,I hope you're ready for today's quiz.,B1,"school,time",7.0,7.0
6048321,There was a pyramid of empty beer cans on the table.,B1,"food,free time",7.0,6.0
45407,The boy observed the birds all day.,B1,"animals,time",7.0,7.0
13247251,My truck doesn't fit in the garage.,B1,negation,7.0,7.0
5725858,We're still looking for donations.,B1,"money,requests",7.0,7.0
12946757,He decided to try skating again.,B1,"hobbies,free time",7.0,7.0
9182174,I hope it doesn't impede my online classes.,B1,"school,negation,future plans",7.0,6.0
9360750,Do you have a razor?,B1,requests,7.0,7.0
11832997,Ivan has to move out of the house because he can’t afford it anymore.,B1,"work,money,emotions",7.0,7.0
2546063,I'll make a reservation.,B1,future plans,7.0,7.0
3179724,I have decided to weigh myself every day starting today.,B1,goals,7.0,7.0
5377813,She's done wonders in the scientific field.,B1,work,7.0,7.0
6347623,Who do you usually go skiing with?,B1,"sports,free time",7.0,7.0
11592171,Michael revealed that his mom owned that restaurant.,B1,"work,food",7.0,8.0
5042076,I have trouble talking about my feelings.,B1,emotions,7.0,6.0
11810206,I hated taking tests.,B1,"school,emotions",7.0,5.0
527651,Kate stays in Izu on weekends.,B1,"free time,travel",7.0,8.0
11541588,Fungi are closer to animals than to plants.,B1,"animals,plants",7.0,8.0
7271410,Sami wanted to go to the prom dance.,B1,"school,emotions,future plans",7.0,7.0
7250280,Sami wanted to handle the situation without getting anybody in trouble.,B1,"emotions,school,work,future plans,negation",7.0,7.0
12768412,Beauty is about embracing who you are.,B1,emotions,7.0,7.0
6898763,"You're very observant, aren't you?",B1,emotions,7.0,7.0
6011137,Do you want to go jogging?,B1,"sports,free time,requests",7.0,7.0
8523212,"You aren't the only one who likes chess. He likes it, too.",B1,"free time,hobbies,negation",7.0,8.0
52733,John employs 200 workers.,B1,work,7.0,6.0
7174340,I thought that I'd be able to do that without any help.,B1,"emotions,future plans,negation",7.0,8.0
2205451,My son does not like fried egg.,B1,"food,negation",7.0,5.0
7541898,Tom tried not to sound too enthusiastic.,B1,"emotions,negation",7.0,7.0
10851101,Explore all the possibilities.,B1,"free time,goals,future plans",7.0,8.0
9725049,"Although he is totally different from me, I really respect him.",B1,"emotions,negation",7.0,8.0
12975771,When was the last time you gave someone a compliment?,B1,"emotions,time,requests",7.0,8.0
2113453,He came with two pals.,B1,"people,relationships",7.0,7.0
12638525,Is there anywhere round here where I can hire a motorbike?,B1,"travel,requests",7.0,6.0
11576123,He ran as fast as a hare.,B1,animals,7.0,7.0
12872745,She's falling asleep.,B1,emotions,7.0,7.0
11195451,Do you serve halal food?,B1,"food,negation",7.0,7.0
7114441,I'm a pitcher.,B1,sports,7.0,7.0
13373288,The bird flew into the sky.,B1,"animals,weather",7.0,7.0
5075118,"First and foremost, you need to figure out why you're here.",B1,"goals,requests",7.0,8.0
3672954,External air conditioners are quite cheap.,B1,money,7.0,6.0
1923231,He couldn't resist.,B1,"emotions,negation",7.0,6.0
8373787,I've been speaking to your director and he agreed.,B1,"work,requests,future plans",7.0,7.0
9027037,Skura owns a comic book store.,B1,"books,work",7.0,8.0
6271334,Tom hates teaching French.,B1,"school,language learning,emotions,negation",7.0,5.0
3820871,I like this striped shirt.,B1,"free time,hobbies",7.0,8.0
9975203,Yanni is delivering a speech.,B1,work,7.0,7.0
6570573,I'm sometimes lonely on weekends.,B1,"free time,emotions",7.0,6.0
5248495,There are some flowers around the castle.,B1,plants,7.0,6.0
8533406,He's fixing his car.,B1,work,7.0,7.0
7494227,Where did he put my passport?,B1,requests,7.0,7.0
4529258,I just added some potatoes to the stew.,B1,food,7.0,7.0
2406654,I still have to fix the washing machine.,B1,"work,hobbies,future plans,requests",7.0,7.0
1618,It is already eleven.,B1,time,7.0,6.0
697783,In the attic is my grandfather's old first-aid kit from World War II.,B1,"books,history",7.0,2.0
7141230,Sami had some cabbage in the fridge.,B1,food,7.0,8.0
65666,The waiter helped the lady with the chair.,B1,work,7.0,7.0
8007062,I have relatives who live in Boston.,B1,travel,7.0,5.0
12950581,He cleaned the mess up.,B1,"emotions,free time",7.0,7.0
5254825,They could afford to eat in the restaurant.,B1,"food,money",7.0,8.0
5942214,Solar power is getting cheaper all the time.,B1,"money,future plans",7.0,7.0
11495886,Daniel walked into the tattoo parlor.,B1,"free time,hobbies",7.0,6.0
303994,He put on an air of innocence.,B1,emotions,7.0,7.0
11513765,John kept changing his appearance everyday.,B1,"emotions,free time,hobbies",7.0,7.0
2546663,I'll return in a jiffy.,B1,"time,requests,future plans",7.0,7.0
11631413,Gunter drove off the grass and back onto the road.,B1,travel,7.0,7.0
7558126,I like to eat seasonal fruit.,B1,food,7.0,7.0
12503384,Now there is a glimmer of hope.,B1,emotions,7.0,7.0
7073172,"Mary is in the bathroom, fixing her hair.",B1,free time,7.0,7.0
12496417,This time I'm inviting you.,B1,"requests,future plans",7.0,7.0
10797702,Tom basted the turkey.,B1,food,7.0,7.0
2820985,"Pass me the pepper, please.",B1,"food,requests",7.0,8.0
40419,"Whoever comes, I'll welcome him warmly.",B1,"emotions,future plans",7.0,8.0
9350508,Let's drink this wine.,B1,food,6.0,7.0
12036045,Kalman's building was nestled in a suburban area.,B1,travel,6.0,7.0
7406150,They've hired themselves good lawyers.,B1,"work,negation",6.0,6.0
4902474,I'll tell you why we haven't answered your letters.,B1,"language learning,future plans,school,work",6.0,7.0
10915151,The two computers were otherwise identical.,B1,school,6.0,6.0
7442339,They were so busy they skipped lunch.,B1,"food,emotions,work",6.0,6.0
9510372,I'm switching off the light.,B1,"free time,time,requests",6.0,7.0
3150725,I was thinking of going out and buying a whole new wardrobe.,B1,"free time,work",6.0,7.0
7381147,"Mary is exhausted, isn't she?",B1,emotions,6.0,7.0
44562,The cat slowly approached the mouse.,B1,animals,6.0,7.0
11645291,Leon's masterpiece is ready.,B1,work,6.0,7.0
6150367,My mother-in-law lives in a retirement community.,B1,work,6.0,7.0
10726484,He is a very clever boy.,B1,"emotions,school",6.0,7.0
3022667,Are there any poisonous snakes around here?,B1,animals,6.0,6.0
7397664,He looked like he was reluctant.,B1,emotions,6.0,6.0
10317676,What classes are you taking this semester?,B1,school,6.0,8.0
11475354,This is a bilingual channel.,B1,language learning,6.0,7.0
2973332,It was raining hard in New York.,B1,weather,6.0,7.0
13211640,Her reaction is completely impossible to predict.,B1,emotions,6.0,5.0
11677726,Alberto heard the wind outside.,B1,weather,6.0,7.0
11639037,Karl was never affiliated with Rima’s company.,B1,negation,6.0,7.0
55416,This is worth one million yen.,B1,money,6.0,5.0
3839250,The carpet was worn out and had to be replaced.,B1,negation,6.0,6.0
35176,There were no visible dangers.,B1,negation,6.0,6.0
9472055,I want a sculpture.,B1,requests,6.0,7.0
467993,My older brother finished his homework very quickly.,B1,"school,time,emotions",6.0,8.0
5583081,I don't swim well.,B1,"sports,negation",6.0,7.0
1722817,Have you ever mopped your house?,B1,"free time,hobbies,requests",6.0,6.0
12769235,"The stars blinked down, ancient and wise.",B1,"time,emotions",6.0,6.0
1871840,"I can't sleep. ""Me neither.""",B1,"emotions,negation",6.0,7.0
11142549,The woman eats fish and drinks wine.,B1,food,6.0,8.0
10555427,Have you already taken out the rubbish?,B1,"negation,requests",6.0,7.0
5682264,A notice came in the mail.,B1,"school,requests",6.0,6.0
12821924,Do you prefer traveling alone or with others?,B1,"travel,emotions",6.0,7.0
5933224,Lectures take place frequently.,B1,"school,time",6.0,7.0
1556962,Today I have to drop by the supermarket.,B1,"food,time,requests",6.0,8.0
12822405,He limps.,B1,"animals,emotions",5.0,6.0
10865750,Can you read these sentences?,B1,"requests,language learning",5.0,8.0
10022054,It's just makeshift; it's not meant to stay that way for ever.,B1,goals,5.0,5.0
8520313,She couldn't help worrying about him.,B1,emotions,5.0,7.0
50342,The gesture fetched a laugh from the audience.,B1,emotions,5.0,7.0
10209844,Ziri is a librarian.,B1,work,5.0,6.0
7402262,She looks like she's troubled.,B1,emotions,5.0,6.0
11205362,It's freezing at home.,B1,weather,5.0,7.0
10573610,The cat purred as he lay towards the sun.,B1,animals,5.0,7.0
315223,She has a lively interest in everything around us.,B1,emotions,5.0,8.0
3726114,A noise aroused me from my sleep.,B1,time,5.0,6.0
12748525,I slept well: deep and soundly.,B1,time,5.0,7.0
11730179,Adriano told Rima everything that transpired.,B1,work,5.0,7.0
315987,I'm afraid she can't answer.,B1,emotions,5.0,7.0
261222,I got her a wrist watch.,B1,"free time,hobbies,time",5.0,8.0
1008899,Dinosaurs once ruled the earth.,B1,animals,4.0,5.0
71364,Listen to those whom you think to be honest.,B1,language learning,4.0,5.0
11994461,Are you on any medication at the moment?,B1,"time,food",4.0,7.0
10843765,Don't take this lightly.,B1,negation,4.0,6.0
9916167,"We cried, too.",B1,emotions,4.0,6.0
10449934,The customs here are pretty different.,B1,culture,4.0,7.0
11051464,The problem resurfaced.,B1,negation,4.0,6.0
10765490,The road is very dusty.,B1,weather,3.0,7.0
6412514,"Mary wasn't thirsty, so she didn't drink anything.",B1,"food,negation",3.0,7.0
11243154,My feet are itchy.,B1,emotions,3.0,6.0
6049301,What's in your pockets?,B1,questions,3.0,7.0
8964549,It isn't urgent.,B1,negation,3.0,7.0
12086209,You washed your feet.,B1,food,3.0,7.0
11926954,Whose notepad is this?,B1,questions,3.0,7.0
8915660,I see a tractor.,B1,animals,3.0,7.0
11446270,He confessed to that.,B1,"emotions,future plans",3.0,6.0
12573316,I seldom go to the village.,B1,"negation,travel",3.0,7.0
11849763,Oleg is a researcher.,B1,work,3.0,7.0
848746,This is a simple declarative sentence.,B1,"language learning,requests",3.0,7.0
8505541,It's soft and fuzzy.,B1,"animals,plants",3.0,8.0
7773804,I feel extremely regretful.,B1,emotions,3.0,6.0
6263512,Are you permitted to do that?,B1,"negation,requests",3.0,5.0
328542,"The present password is ""eosdigital"".",B1,work,2.0,7.0
11166117,Join the two cables.,B1,requests,2.0,6.0
3825717,There's water in the classroom.,B1,"school,weather",2.0,6.0
12303001,Do you have a grandson?,B1,"negation,family",1.0,7.0
10658778,Cats meow.,B1,animals,1.0,9.0
12284735,Are you talking about whales?,B1,animals,1.0,7.0
887011,"She bought him a car, but he didn't have a driver's license so he couldn't drive it anywhere.",B2,"money,negation,future plans",9.0,5.0
12217352,"Food has never tasted any better to me, especially since I've been away from it for such a long time.",B2,"food,time,emotions",9.0,7.0
11137900,It was only when the ticket inspector asked me for my ticket that I realised I didn't have one.,B2,"time,travel,emotions,negation",8.0,6.0
12708721,"Pursuing a higher education in languages learning brought me one step closer to my dream job, which is professional translator.",B2,"school,language learning,work,goals",8.0,8.0
1495460,"This city may be a little run-down, but the people living here are all kind, and will welcome anyone with open arms.",B2,"emotions,travel",8.0,5.0
8110548,More than 200 music-related businesses occupied late-19th century homes and small-scale commercial buildings on Nashville's Music Row.,B2,"music,time,work",8.0,7.0
5309948,The tourists drove past blooming fruit trees.,B2,"travel,plants,food",8.0,7.0
2732261,He loves to climb mountains.,B2,"hobbies,sport,free time",8.0,6.0
8824592,They were so young at the time of their father's remarriage that they always thought of her as their own mother.,B2,"time,emotions,family",8.0,7.0
3902581,"Please let me know if I can provide you with any further information, or if you would like to contact me with any questions.",B2,requests,8.0,9.0
327348,List data can easily be totalled using the automatic sum function.,B2,"work,school",8.0,7.0
8472743,The girl wore a cute hat.,B2,"free time,hobbies",8.0,7.0
3448577,Can you recommend a romance novel for me?,B2,"books,free time,hobbies",8.0,7.0
8977287,I have orange and grey tabby-cats in my menagerie.,B2,animals,8.0,7.0
287282,His daily behavior is not consistent with his principles.,B2,"emotions,work,negation",8.0,7.0
9777956,You cannot take a sentence in one language and translate it into another word for word. Languages don't work like that.,B2,"language learning,negation",8.0,7.0
51511,Mrs. Smith is actively engaged in volunteer work.,B2,work,8.0,8.0
391757,Life is like riding a bicycle. To keep your balance you must keep moving.,B2,"emotions,hobbies,goals",8.0,7.0
10357643,Everyone has the right to receive equal pay for equal work without any form of discrimination.,B2,work,8.0,8.0
12604921,My concern isn't so much about earning degrees but rather gaining practical knowledge.,B2,"goals,work",8.0,7.0
12588362,I'm still in the learning phase of Kabyle composition.,B2,language learning,8.0,6.0
12080695,Kalman saw lights moving in the woods.,B2,"free time,hobbies",7.0,4.0
54810,Prizes will be awarded at the end of the contest.,B2,"free time,goals,future plans",7.0,8.0
11239305,Ziri visited an old mining town that had been abandoned in the 1940s.,B2,travel,7.0,6.0
10913254,The flashing light means my mouse needs a new battery.,B2,"time,hobbies,work",7.0,7.0
10495885,"As time passes, your perspective widens.",B2,"time,emotions,goals",7.0,8.0
13030927,Individuals interpret situations differently.,B2,emotions,7.0,7.0
11078466,The lorry was stuck in sand.,B2,travel,7.0,8.0
3496055,Can we humans digest grass and obtain nourishment from it?,B2,"food,plants",7.0,5.0
12776890,They conduct interviews with experts.,B2,work,7.0,8.0
1527991,I've kept a blog before. I didn't really have a set theme; I just blogged about whatever happened that day.,B2,"free time,hobbies,past plans",7.0,7.0
11739844,He reminds her to take breaks and relax.,B2,"emotions,requests",7.0,8.0
7350110,"“Come on, pay attention, don’t let me get it wrong.” “I am more prepared to listen than you to recite.”",B2,"requests,emotions,language learning",7.0,7.0
11892574,"Don't leave the DVDs lying around, they might get damaged.",B2,negation,7.0,7.0
300631,He intended to have visited the temple last week.,B2,"time,future plans,travel",7.0,6.0
8985201,"With an associate's degree, you can be admitted automatically into some universities.",B2,school,7.0,8.0
12973231,He always faces risky situations with such a composed demeanour.,B2,"emotions,work,goals",7.0,7.0
6693857,Sami planned every detail in advance.,B2,"free time,goals",7.0,4.0
9271119,He determined to quit smoking.,B2,"goals,emotions",7.0,7.0
369830,"I was surprised to come across vending machines that sell cans of coffee, where you can even choose between hot and cold ones.",B2,"food,time,free time,hobbies",7.0,8.0
13112264,Areqi and Lila walked slowly along the path that led to the old ash tree.,B2,"animals,plants",7.0,6.0
2258204,Don't smoke on an empty stomach.,B2,"negation,food",7.0,6.0
12139639,"The famed Taj Mahal has long inspired copies made from such materials as matchsticks, plastic blocks, or sand.",B2,"travel,free time,hobbies",7.0,7.0
12380277,"Finally, he spots a whale and points it out over the loudspeaker to those in the group that may have missed it.",B2,animals,7.0,5.0
11090843,I'll have bread and butter and tea with sugar.,B2,food,7.0,8.0
318346,I just got a great job because of an introduction from a friend. Sometimes things happen when you least expect it.,B2,"work,emotions,free time,future plans",7.0,7.0
12115927,A clear countertop makes meal preparation much more pleasant.,B2,"food,emotions",7.0,7.0
11607392,What's the difference between clog dancing and tap dancing?,B2,"free time,hobbies,sports",7.0,6.0
10545956,"Our home internet connections these days allow high-definition videos, shows, and content to reach our screens almost instantaneously.",B2,"free time,movies,hobbies",7.0,7.0
51946,I've sat on my heels for so long my legs have fallen asleep.,B2,"emotions,free time,hobbies",7.0,6.0
5825088,I'll take Anne with me and Mrs. Spencer will probably make arrangements to send her back to Nova Scotia at once.,B2,"travel,future plans,emotions",7.0,6.0
2387,You can't get lost in big cities; there are maps everywhere!,B2,"travel,negation",7.0,7.0
2266589,I like singing loud and out of tune.,B2,"music,hobbies,emotions",7.0,7.0
5085459,Limit the consumption of white sugar and salt.,B2,food,7.0,7.0
291565,Diana's singing impressed him so much that he asked her to sing on the radio.,B2,"music,work",7.0,8.0
6431139,It's going to take longer to tell you how to do it than to just go ahead and do it myself.,B2,"work,time",7.0,5.0
8874641,"Our rent is too expensive, so we're looking for another apartment.",B2,"money,work",7.0,7.0
12146772,"I'm sorry for coming to see you at such a late hour. ""It's fine! I was kind of expecting your visit.""",B2,"time,emotions",7.0,8.0
11121294,"To select, one presses down on the touchpad instead of a physical button.",B2,language learning,7.0,7.0
18669,"Before saying goodbye to their neighbors, the Smiths had to tie up some loose ends inside the house.",B2,"family,home,free time",6.0,6.0
11858984,Leonid walked a mile or so into the woods.,B2,"animals,plants",6.0,5.0
11083135,"Self-healing plastic could be used in a number of ways, White said. For example, it could be used as a protective coating on metal.",B2,work,6.0,7.0
245051,I anticipated a quiet vacation in the mountains.,B2,"travel,emotions",6.0,6.0
11770849,"If I had known, I would have acted differently.",B2,emotions,6.0,6.0
11629042,The roads are quietest after 8pm.,B2,time,6.0,8.0
320537,A mother rabbit keeps her babies warm with her own body.,B2,animals,6.0,6.0
8194325,I can't believe she's sharing her couscous recipe with us.,B2,"food,language learning",6.0,7.0
624050,She belted out tune after tune at the karaoke bar.,B2,music,6.0,7.0
58177,This ticket holds good only for two days after purchase.,B2,"time,money",6.0,7.0
3965931,Are there composers who can't play even one musical instrument?,B2,music,5.0,7.0
11215797,Trying to get your message across is better than attempting to say everything exactly as a native speaker would.,B2,language learning,5.0,6.0
324686,"Since unexpected incidents occurred one after another, the exhibition was called off.",B2,"work,negation",5.0,5.0
12272467,The Portuguese man o' war belongs to the class of Hydrozoa.,B2,animals,5.0,7.0
9281150,Yanni wore a tight shirt.,B2,work,5.0,6.0
5713313,"The character depends on personality, not on talent.",B2,emotions,5.0,5.0
33785,Pens and pencils are examples of writing tools.,B2,"school,work",5.0,9.0
24263,If you take your shoes off before coming into the house you won't bring in any dirt from your shoes.,B2,school,5.0,5.0
13029000,Opinions can vary widely among individuals.,B2,"emotions,language learning",5.0,5.0
2649802,This suit fits you perfectly.,B2,work,5.0,7.0
3955695,"Jupiter emits twice as much heat as it absorbs from the Sun, which indicates it has its own internal heat source.",B2,"weather,time",5.0,7.0
11624852,Felix was dressed in tattered clothing.,B2,work,5.0,7.0
275348,Seldom does a loan come home laughing.,B2,"negation,money",5.0,7.0
287444,It is estimated that his debts will amount to a considerable sum.,B2,money,4.0,6.0
6890250,The bird fluttered its wings.,B2,animals,4.0,7.0
6719376,A kidult isn't a kid who acts like an adult; it's an adult who acts like a kid.,B2,emotions,4.0,7.0
6694903,She puts cheese on slices of bread.,B2,food,4.0,8.0
2267012,I have to wash my hands and brush my teeth.,B2,personal hygiene,3.0,9.0
12117520,Make a schedule for regular oven cleaning to ensure it doesn't become too dirty.,B2,"work,food",3.0,7.0
11590439,Matthew sat on the roof and Linda sat beside him.,B2,free time,3.0,7.0
4064207,My index finger was suddenly itchy.,B2,emotions,2.0,7.0
5785989,An unexpected error has occurred.,B2,"free time,emotions",2.0,7.0
2790501,"I hate and I love. Why would I do this, maybe you're asking? I don't know, but I feel it happening and am tortured.",C1,emotions,9.0,7.0
29570,Lucy was beside herself with excitement.,C1,emotions,9.0,5.0
10647884,Being able to apologize is a big virtue.,C1,"emotions,language learning",9.0,8.0
5393303,"I know a lot of French words, but it's difficult for me to combine them into sentences.",C1,language learning,9.0,9.0
1426765,"Where programmers use semi-colons every day, the majority of people only use them in emoticons.",C1,language learning,8.0,7.0
11506031,James sneaked into Amanda's mansion's gates and brought her some cakes.,C1,"food,travel,money",8.0,6.0
530567,"He described to his neighbour, who has never gone abroad, the tourist attractions.",C1,travel,8.0,7.0
2271338,Don't spill the soup.,C1,"food,negation",8.0,7.0
10072866,Pioneering space observatories like Webb only come to fruition when dedicated individuals work together to surmount the challenge of building something that has never been done before.,C1,"work,goals",8.0,8.0
2367584,She felt much safer once she’d put her helmet on.,C1,"emotions,sports",8.0,7.0
252408,I am forbidden to stay out after 10 o'clock.,C1,time,8.0,6.0
72298,"Bases loaded, two outs in the ninth inning.",C1,"sports,time",8.0,7.0
8569189,His hobby was collecting ancient coins.,C1,hobbies,8.0,8.0
10180261,The walls of her room are covered with posters of her idol.,C1,"music,free time",8.0,7.0
2788038,"In 2003, Niue became the first ""Wi-fi"" nation in the world.",C1,"money,work",8.0,8.0
13350330,What's the difference between a quadrangle and a quadrilateral?,C1,school,8.0,7.0
12767860,Resilience is the fuel of perseverance.,C1,"goals,emotions",8.0,8.0
11766678,Gabriel waved his hand to call the waiter for the bill.,C1,"requests,food",8.0,7.0
7752714,Their cheeks had touched and were withdrawn from each other.,C1,emotions,8.0,6.0
12777266,He collects vinyl records from the '70s.,C1,"music,hobbies",8.0,8.0
9735386,"Rescue dogs are usually trained to respond to hand signals, since in noisy situations, dogs may not be able to hear verbal commands.",C1,"animals,work,language learning",8.0,9.0
73705,"Do you mind my borrowing your microscope? ""No, not at all.""",C1,"requests,language learning",8.0,8.0
3097215,"After Tom finished watering the plants, he sat down on the porch to enjoy the sunset.",C1,"plants,free time,time",8.0,7.0
9471792,"Despite the unlikely chance of finding a meteorite, the Geminid shower should be a beautiful sight, particularly after midnight in the first hours of Monday morning.",C1,"weather,time,space",8.0,8.0
11708946,The fireworks lit up the whole neighborhood and Lorenzo loved it.,C1,"free time,emotions",8.0,6.0
11431635,Ziri is an avid hiker.,C1,"hobbies,free time",8.0,7.0
727526,Use a dictionary to find the meanings of the phrases below.,C1,language learning,8.0,7.0
8811195,Learn to care for your health and how to prepare your system to resist fatigue.,C1,"health,emotions",7.0,5.0
11027908,His occupation entails a lot of travelling.,C1,"work,travel",7.0,7.0
11524572,"For several months during winter, the sun doesn't make it over the horizon in the polar regions.",C1,"weather,time",7.0,5.0
9732153,"The initial costs of moving to solar, including installing solar panels, have decreased by 90% over the past decade.",C1,"money,work",7.0,6.0
10742821,I love homemade biscuits with butter and honey.,C1,food,7.0,8.0
10641796,Your luggage must not weigh more than 8 kg.,C1,"travel,work",7.0,7.0
4102416,My neighbor served the most delicious crab dip at her party last night.,C1,food,7.0,8.0
11886983,Can you find the manufacturer of the faucet for warranty?,C1,"work,requests",7.0,7.0
11605818,The flight attendant smiled at William and kindly directed him to his seat.,C1,"travel,emotions",7.0,9.0
11891875,Can you repair the faucet or should we call a plumber?,C1,"work,requests",7.0,8.0
12106705,Brioche buns add sweetness.,C1,food,7.0,7.0
12487631,I'm hugging my stuffy.,C1,emotions,7.0,6.0
3433969,He travels to meet other travelers.,C1,travel,7.0,7.0
12888636,Are your cats still spoiled rotten?,C1,animals,7.0,6.0
8992942,The old woman dried the salmon.,C1,"food,animals",7.0,6.0
264687,"Some people are good at remembering their dreams, others forget theirs.",C1,language learning,7.0,7.0
12887277,We rolled out the red carpet for the princess.,C1,"travel,requests",7.0,7.0
11780746,"She discovered a foul odor coming from her kitchen sink, indicating a problem.",C1,food,7.0,6.0
10042808,I often dunk crispbread into my tea.,C1,food,7.0,8.0
11060433,Two carriages need to be decoupled.,C1,work,7.0,7.0
10244466,"When she dies or her productivity declines, worker bees raise a new queen.",C1,animals,7.0,7.0
12775898,The queen’s crown was adorned with rubies and pearls.,C1,food,7.0,6.0
12396019,The scent of freshly baked bread filled the air.,C1,food,7.0,8.0
7759378,"I asked him if he could do me a favor. He said he couldn't right now, but would get back to me later on today.",C1,"requests,work,future plans",7.0,7.0
273270,War bankrupted the nation's resources and manpower.,C1,"money,work,travel",7.0,6.0
22149,Voyages of exploration were the earliest in the history of studying the ocean.,C1,"travel,work",7.0,7.0
9988122,Can we use Scientific calculators on the analytical chemistry test?,C1,"school,time,work",7.0,6.0
11744210,Carlos is a talented dancer who understands the intricacies of different styles and techniques.,C1,"music,hobbies,emotions",7.0,7.0
1612568,"Ants, termites and bees are social animals.",C1,animals,7.0,8.0
6474832,"When Sami was sixteen, his parents divorced.",C1,"emotions,school",7.0,7.0
9096756,The small seaside fishing village is very picturesque.,C1,"animals,food",7.0,8.0
9516731,"It's not raining as such, but it is spitting.",C1,weather,7.0,7.0
11599443,Robert stopped mid-sentence because everyone was staring at him in surprise.,C1,emotions,7.0,7.0
8855669,The loss of the harvest made the farmer sad.,C1,"emotions,food",7.0,6.0
326284,The lovers engraved the oak tree with their initials.,C1,"food,money",7.0,7.0
6564699,"Archaeologists discovered the ruins of an old city with a circumference of twelve square kilometers and a wide range of bronze, jade and gold objects.",C1,"money,work",7.0,7.0
8272473,It's better to feed wild ducks grain than bread.,C1,"food,animals",7.0,7.0
8273830,The garbage truck tends to come around at four in the morning.,C1,"time,work",7.0,6.0
11845578,"The current people in charge of Reddit had nothing to do with making it what it is today, but they have the ability to destroy it for everyone.",C1,work,7.0,5.0
9246384,South Georgia island is home to huge colonies of penguins and seals.,C1,animals,7.0,7.0
8202289,Would it be OK if I borrowed your ladder?,C1,"requests,free time",7.0,7.0
11751195,Diego rides the subway to work every day.,C1,"work,time",7.0,7.0
6251947,Tom advised Mary not to waste her time trying to persuade John to do that.,C1,"negation,time,goals",7.0,5.0
71434,I'll sweep the floor while you wash the dishes.,C1,"future plans,free time",7.0,8.0
4334396,I don't worry about my spelling - I rather go for speed typing.,C1,"language learning,negation,goals",7.0,6.0
6293882,Gravity doesn't just exist on Earth. It also affects objects in space.,C1,science,7.0,8.0
6480639,"It would be good that we scan the old books, whose copyright has expired, to upload them to the Internet. That way, these books will not be forgotten.",C1,"books,work,goals",7.0,5.0
12070318,"She was so beside herself with joy that she started to dance around the room, whooping loudly.",C1,emotions,7.0,6.0
28094,The doctors wore white masks over their mouths and noses.,C1,"clothes,work,health",7.0,7.0
11739015,Benedito shooed his billy goat away from a field of crops and back onto the path.,C1,"animals,plants",7.0,6.0
6877331,What are some of the main tourist attractions in your country?,C1,travel,7.0,9.0
8680801,Ben sauntered into the room whistling a chirpy tune.,C1,"music,free time",7.0,5.0
13270162,Love has the power to heal emotional wounds.,C1,emotions,6.0,6.0
2719573,We will harvest our wheat in July.,C1,"plants,time",6.0,7.0
6582598,"Green, yellow, and red peppers are all the same species. The color of the pepper depends on how long it is allowed to grow on the plant.",C1,"plants,food",6.0,8.0
2890570,The neighbors' son won the spelling bee at school.,C1,school,6.0,8.0
26845,"Whether it rains or not, Fujita is planning to have a picnic.",C1,"weather,free time",6.0,7.0
253706,I got this vacuum cleaner for nothing.,C1,money,6.0,7.0
8697364,"“It's also fun because they don't eat my cake and don't make a mess around my house,” Emma said with the practicality of an adult.",C1,"animals,food",6.0,7.0
5790542,"It's a private cabin, but you share an external washroom with the other cabins.",C1,travel,6.0,6.0
11739624,He kisses her goodbye every morning.,C1,"emotions,time",6.0,7.0
2952046,I drank three cups of coffee this morning.,C1,"food,time",6.0,6.0
9975638,Yanni never uses cheap resin to fix cracks in his windshield.,C1,"work,negation",6.0,6.0
10923610,"I don't gamble much, but I do enjoy roulette.",C1,"free time,sports,gambling",6.0,6.0
11732054,I like to add roasted sweet potatoes to Benedito's salad for some extra sweetness.,C1,food,6.0,6.0
416878,Nice flowers don't yield good fruits.,C1,"plants,food",6.0,5.0
6403787,The washing machine is a great invention.,C1,work,6.0,8.0
278207,The birds flew south in search of warmth.,C1,"animals,weather,travel",6.0,7.0
36140,This dish is terrific.,C1,"food,emotions",6.0,7.0
22654,We danced in the subdued lighting.,C1,"music,emotions",6.0,6.0
13266923,I relish the diversity of flavors.,C1,"food,emotions",6.0,7.0
12302608,"The old man tasted the balsam with his tongue, and found it good.",C1,"food,emotions",6.0,7.0
2724528,"Pinocchio ran to look at himself in a bowl of water, and he felt so happy that he said proudly: ""Now I look like a gentleman.""",C1,"emotions,books",6.0,6.0
1682381,I cannot fold this big carpet by myself.,C1,"negation,work",6.0,7.0
245499,A stimulating new book attracts attention.,C1,"books,work",6.0,6.0
10026854,Yanni is gonna get baptized tomorrow.,C1,"time,future plans",6.0,6.0
58815,This increase in unemployment is a consequence of the recession.,C1,work,6.0,8.0
11240060,"Don't dawdle about, make haste!",C1,requests,6.0,7.0
9718339,We cried when he freed her.,C1,emotions,6.0,6.0
254532,I recalled a newspaper story about those twins.,C1,books,6.0,7.0
1682830,The tallest and smallest men in the world both joined the circus.,C1,"work,free time",6.0,6.0
12121400,Why do nettles sting?,C1,plants,6.0,7.0
2214194,Gazpacho is a cold tomato and vegetable soup from Spain.,C1,food,6.0,8.0
