id;text;topics;difficulty;usefulness;flags;tokens;word_frequencies;zipf_frequencies;word_ranks;zipf_avg;max_word_rank;avg_word_rank;word_count;overall_difficulty
10074126;It feels like a dream to be able to meet with the queen.;"[""emotions"", ""dreams"", ""meeting people"", ""royalty""]";3.0;6.0;"[""political""]";"[""it"", ""feels"", ""like"", ""a"", ""dream"", ""to"", ""be"", ""able"", ""to"", ""meet"", ""with"", ""the"", ""queen""]";[0.00891, 7.94e-05, 0.00257, 0.0229, 8.13e-05, 0.0269, 0.00617, 0.000269, 0.0269, 0.000186, 0.00708, 0.0537, 7.24e-05];[6.95, 4.9, 6.41, 7.36, 4.91, 7.43, 6.79, 5.43, 7.43, 5.27, 6.85, 7.73, 4.86];[12, 1338, 42, 5, 1303, 2, 17, 352, 2, 544, 14, 1, 1466];6.332307692307692;1466;392.15384615384613;13;6.332307692307692
7250373;Sami was a terrible worker.;"[""work"", ""performance""]";1.5;5.0;"[""overly negative"", ""offensive""]";"[""sami"", ""was"", ""a"", ""terrible"", ""worker""]";[2.19e-06, 0.00661, 0.0229, 5.13e-05, 2.69e-05];[3.34, 6.82, 7.36, 4.71, 4.43];[10000, 16, 5, 2019, 3461];5.332;10000;3100.2;5;6.332
12510800;I never thought I'd give up on my studies so early in my student life.;"[""emotions"", ""studies"", ""life""]";3.0;6.5;"[""overly negative""]";"[""i"", ""never"", ""thought"", ""i'd"", ""give"", ""up"", ""on"", ""my"", ""studies"", ""so"", ""early"", ""in"", ""my"", ""student"", ""life""]";[0.0123, 0.000813, 0.000389, 0.000229, 0.000513, 0.00245, 0.00813, 0.00372, 9.55e-05, 0.00331, 0.000269, 0.0186, 0.00372, 0.000105, 0.000776];[7.09, 5.91, 5.59, 5.36, 5.71, 6.39, 6.91, 6.57, 4.98, 6.52, 5.43, 7.27, 6.57, 5.02, 5.89];[7, 132, 235, 433, 185, 44, 13, 27, 1130, 33, 354, 6, 27, 1031, 134];6.080666666666665;1130;252.73333333333332;15;6.330666666666665
1494529;There's a stowaway on the ship.;"[""travel"", ""mystery""]";2.0;5.0;"[""violent""]";"[""there's"", ""a"", ""stowaway"", ""on"", ""the"", ""ship""]";[0.000347, 0.0229, 3.24e-07, 0.00813, 0.0537, 8.51e-05];[5.54, 7.36, 2.51, 6.91, 7.73, 4.93];[267, 5, 10000, 13, 1, 1254];5.830000000000001;10000;1923.3333333333333;6;6.330000000000001
10680009;Don't knock yourself down like this!;"[""self-care"", ""advice""]";2.0;5.0;"[""overly negative""]";"[""don't"", ""knock"", ""yourself"", ""down"", ""like"", ""this""]";[0.00158, 2.24e-05, 0.000204, 0.000759, 0.00257, 0.00661];[6.2, 4.35, 5.31, 5.88, 6.41, 6.82];[68, 3956, 496, 137, 42, 15];5.828333333333333;3956;785.6666666666666;6;6.328333333333333
12888869;I can't believe your nonsense.;"[""emotions"", ""disagreement""]";2.0;5.0;"[""offensive"", ""overly negative""]";"[""i"", ""can't"", ""believe"", ""your"", ""nonsense""]";[0.0123, 0.000631, 0.000324, 0.00339, 1.62e-05];[7.09, 5.8, 5.51, 6.53, 4.21];[7, 154, 286, 31, 5067];5.828;5067;1109.0;5;6.328
3625420;A purple boat was arriving, drifting in the gulf.;"[""observations"", ""transportation"", ""nature""]";2.0;5.5;"[""weird""]";"[""a"", ""purple"", ""boat"", ""was"", ""arriving"", ""drifting"", ""in"", ""the"", ""gulf""]";[0.0229, 2.09e-05, 5.13e-05, 0.00661, 1.45e-05, 3.55e-06, 0.0186, 0.0537, 1.91e-05];[7.36, 4.32, 4.71, 6.82, 4.16, 3.55, 7.27, 7.73, 4.28];[5, 4183, 1986, 16, 5476, 10000, 6, 1, 4454];5.577777777777778;10000;2903.0;9;6.327777777777778
11051856;No one's listening anyway.;"[""attention"", ""listening"", ""social interaction""]";2.0;6.5;"[""overly negative""]";"[""no"", ""one's"", ""listening"", ""anyway""]";[0.00224, 2.45e-05, 4.57e-05, 8.13e-05];[6.35, 4.39, 4.66, 4.91];[51, 3711, 2218, 1293];5.0775;3711;1818.25;4;6.3275
10339988;You're not allowed to hunt in national parks.;"[""rules"", ""nature"", ""travel""]";2.5;6.0;"[""political""]";"[""you're"", ""not"", ""allowed"", ""to"", ""hunt"", ""in"", ""national"", ""parks""]";[0.000741, 0.0049, 0.000107, 0.0269, 3.09e-05, 0.0186, 0.000324, 2.14e-05];[5.87, 6.69, 5.03, 7.43, 4.49, 7.27, 5.51, 4.33];[140, 23, 985, 2, 3065, 6, 290, 4101];5.8275;4101;1076.5;8;6.3275
12937263;He can't just watch people suffer.;"[""empathy"", ""suffering"", ""morality""]";2.5;6.0;"[""overly negative""]";"[""he"", ""can't"", ""just"", ""watch"", ""people"", ""suffer""]";[0.0049, 0.000631, 0.00269, 0.000219, 0.00178, 2.82e-05];[6.69, 5.8, 6.43, 5.34, 6.25, 4.45];[22, 154, 41, 461, 66, 3338];5.826666666666667;3338;680.3333333333334;6;6.326666666666667
2256868;Choose your weapon.;"[""actions"", ""choices""]";1.5;5.0;"[""violent""]";"[""choose"", ""your"", ""weapon""]";[8.13e-05, 0.00339, 3.47e-05];[4.91, 6.53, 4.54];[1296, 31, 2812];5.326666666666667;2812;1379.6666666666667;3;6.326666666666667
3523958;A Swiss watch can't be made anywhere but in Switzerland.;"[""geography"", ""commerce""]";2.0;5.0;"[""political""]";"[""a"", ""swiss"", ""watch"", ""can't"", ""be"", ""made"", ""anywhere"", ""but"", ""in"", ""switzerland""]";[0.0229, 1.62e-05, 0.000219, 0.000631, 0.00617, 0.000832, 5.13e-05, 0.00427, 0.0186, 1.7e-05];[7.36, 4.21, 5.34, 5.8, 6.79, 5.92, 4.71, 6.63, 7.27, 4.23];[5, 5090, 461, 154, 17, 126, 1982, 25, 6, 4902];5.8260000000000005;5090;1276.8;10;6.3260000000000005
12038807;Has anyone seen the imposter?;"[""suspicion"", ""deception"", ""people""]";2.0;5.5;"[""offensive""]";"[""has"", ""anyone"", ""seen"", ""the"", ""imposter""]";[0.00234, 0.00024, 0.000331, 0.0537, 7.59e-07];[6.37, 5.38, 5.52, 7.73, 2.88];[47, 411, 281, 1, 10000];5.576;10000;2148.0;5;6.326
11432008;Ziri has finally arrived at his destination.;"[""travel"", ""arrival""]";2.0;7.0;"[""very rare words""]";"[""ziri"", ""has"", ""finally"", ""arrived"", ""at"", ""his"", ""destination""]";[0.0, 0.00234, 0.000148, 6.17e-05, 0.00501, 0.00324, 1.74e-05];[0.0, 6.37, 5.17, 4.79, 6.7, 6.51, 4.24];[10000, 47, 690, 1682, 21, 34, 4751];4.825714285714286;10000;2460.714285714286;7;6.325714285714286
2387277;I must have blacked out.;"[""health"", ""memory""]";2.5;6.0;"[""weird""]";"[""i"", ""must"", ""have"", ""blacked"", ""out""]";[0.0123, 0.000479, 0.00513, 1.82e-06, 0.0024];[7.09, 5.68, 6.71, 3.26, 6.38];[7, 198, 20, 10000, 45];5.824;10000;2054.0;5;6.324
5223663;I hope I don't die today.;"[""fear"", ""mortality""]";1.5;3.5;"[""triggering"", ""overly negative""]";"[""i"", ""hope"", ""i"", ""don't"", ""die"", ""today""]";[0.0123, 0.000275, 0.0123, 0.00158, 0.000117, 0.000355];[7.09, 5.44, 7.09, 6.2, 5.07, 5.55];[7, 346, 7, 68, 902, 258];6.073333333333333;902;264.6666666666667;6;6.323333333333333
10118107;You aren't going to leave me here, are you?;"[""abandonment"", ""fear"", ""requests""]";2.5;5.0;"[""violent""]";"[""you"", ""aren't"", ""going"", ""to"", ""leave"", ""me"", ""here"", ""are"", ""you""]";[0.00955, 0.000112, 0.000871, 0.0269, 0.000219, 0.00302, 0.000933, 0.0055, 0.00955];[6.98, 5.05, 5.94, 7.43, 5.34, 6.48, 5.97, 6.74, 6.98];[11, 941, 122, 2, 457, 36, 111, 19, 11];6.323333333333333;941;190.0;9;6.323333333333333
7406191;They wouldn't let me into their rooms.;"[""social interaction"", ""exclusion""]";2.0;5.0;"[""overly negative""]";"[""they"", ""wouldn't"", ""let"", ""me"", ""into"", ""their"", ""rooms""]";[0.00316, 0.000151, 0.000398, 0.00302, 0.00129, 0.00214, 3.63e-05];[6.5, 5.18, 5.6, 6.48, 6.11, 6.33, 4.56];[35, 686, 228, 36, 83, 56, 2700];5.822857142857144;2700;546.2857142857143;7;6.322857142857144
275899;The President made an address to the nation.;"[""politics"", ""government"", ""communication""]";2.5;5.0;"[""political""]";"[""the"", ""president"", ""made"", ""an"", ""address"", ""to"", ""the"", ""nation""]";[0.0537, 0.000282, 0.000832, 0.00339, 8.13e-05, 0.0269, 0.0537, 7.59e-05];[7.73, 5.45, 5.92, 6.53, 4.91, 7.43, 7.73, 4.88];[1, 340, 126, 30, 1291, 2, 1, 1400];6.322500000000001;1400;398.875;8;6.322500000000001
9724221;He has no credibility.;"[""trust"", ""reputation"", ""negative traits""]";2.0;5.0;"[""offensive"", ""overly negative""]";"[""he"", ""has"", ""no"", ""credibility""]";[0.0049, 0.00234, 0.00224, 7.59e-06];[6.69, 6.37, 6.35, 3.88];[22, 47, 51, 8530];5.8225;8530;2162.5;4;6.3225
12270433;Did you lose your home?;"[""loss"", ""housing"", ""personal""]";2.0;4.5;"[""triggering"", ""overly negative""]";"[""did"", ""you"", ""lose"", ""your"", ""home""]";[0.000912, 0.00955, 0.00012, 0.00339, 0.000646];[5.96, 6.98, 5.08, 6.53, 5.81];[114, 11, 879, 31, 149];6.072000000000001;879;236.8;5;6.322000000000001
6099517;It's much worse than that.;"[""comparison"", ""severity"", ""negativity""]";2.0;4.5;"[""overly negative""]";"[""it's"", ""much"", ""worse"", ""than"", ""that""]";[0.00214, 0.001, 7.76e-05, 0.00135, 0.0102];[6.33, 6.0, 4.89, 6.13, 7.01];[55, 105, 1381, 77, 10];6.072;1381;325.6;5;6.322
8440005;How much money was stolen?;"[""crime"", ""money""]";2.0;5.0;"[""violent""]";"[""how"", ""much"", ""money"", ""was"", ""stolen""]";[0.00174, 0.001, 0.000437, 0.00661, 2.57e-05];[6.24, 6.0, 5.64, 6.82, 4.41];[67, 105, 210, 16, 3586];5.822;3586;796.8;5;6.322
287055;His son was lost in the town.;"[""family"", ""loss"", ""locations""]";2.5;5.0;"[""triggering""]";"[""his"", ""son"", ""was"", ""lost"", ""in"", ""the"", ""town""]";[0.00324, 0.000191, 0.00661, 0.000245, 0.0186, 0.0537, 0.000174];[6.51, 5.28, 6.82, 5.39, 7.27, 7.73, 5.24];[34, 534, 16, 400, 6, 1, 580];6.32;580;224.42857142857142;7;6.32
11418199;Rima was taken.;"[""actions"", ""states""]";1.0;5.0;"[""weird""]";"[""rima"", ""was"", ""taken""]";[2.04e-07, 0.00661, 0.000214];[2.31, 6.82, 5.33];[10000, 16, 474];4.82;10000;3496.6666666666665;3;6.32
8396859;I fell in love with Islamic architecture.;"[""culture"", ""art"", ""religion""]";2.0;5.0;"[""political""]";"[""i"", ""fell"", ""in"", ""love"", ""with"", ""islamic"", ""architecture""]";[0.0123, 7.08e-05, 0.0186, 0.000661, 0.00708, 2.75e-05, 2.63e-05];[7.09, 4.85, 7.27, 5.82, 6.85, 4.44, 4.42];[7, 1483, 6, 147, 14, 3372, 3467];5.82;3467;1213.7142857142858;7;6.32
12211707;This Hoover is a beast.;"[""objects"", ""description""]";2.0;5.0;"[""weird""]";"[""this"", ""hoover"", ""is"", ""a"", ""beast""]";[0.00661, 3.63e-06, 0.0117, 0.0229, 1.95e-05];[6.82, 3.56, 7.07, 7.36, 4.29];[15, 10000, 8, 5, 4350];5.82;10000;2875.6;5;6.32
12113710;You can't ignore their existence and rights.;"[""rights"", ""existence"", ""social issues""]";2.0;5.0;"[""political""]";"[""you"", ""can't"", ""ignore"", ""their"", ""existence"", ""and"", ""rights""]";[0.00955, 0.000631, 3.02e-05, 0.00214, 3.55e-05, 0.0257, 0.000155];[6.98, 5.8, 4.48, 6.33, 4.55, 7.41, 5.19];[11, 154, 3109, 56, 2732, 3, 664];5.82;3109;961.2857142857143;7;6.32
277320;Sooner or later, you will be in trouble.;"[""future"", ""consequences"", ""trouble""]";2.5;5.5;"[""overly negative""]";"[""sooner"", ""or"", ""later"", ""you"", ""will"", ""be"", ""in"", ""trouble""]";[1.78e-05, 0.00347, 0.000309, 0.00955, 0.00282, 0.00617, 0.0186, 6.17e-05];[4.25, 6.54, 5.49, 6.98, 6.45, 6.79, 7.27, 4.79];[4714, 28, 304, 11, 40, 17, 6, 1707];6.069999999999999;4714;853.375;8;6.319999999999999
6117917;You should've been a little more polite.;"[""behavior"", ""politeness"", ""advice""]";2.0;5.0;"[""offensive""]";"[""you"", ""should've"", ""been"", ""a"", ""little"", ""more"", ""polite""]";[0.00955, 1.23e-05, 0.00186, 0.0229, 0.000562, 0.00229, 8.32e-06];[6.98, 4.09, 6.27, 7.36, 5.75, 6.36, 3.92];[11, 6182, 62, 5, 173, 49, 8074];5.818571428571429;8074;2079.4285714285716;7;6.318571428571429
9085802;He was an amazing kisser.;"[""relationships"", ""physical intimacy""]";2.0;5.5;"[""inappropriate""]";"[""he"", ""was"", ""an"", ""amazing"", ""kisser""]";[0.0049, 0.00661, 0.00339, 0.000126, 5.01e-07];[6.69, 6.82, 6.53, 5.1, 2.7];[22, 16, 30, 821, 10000];5.568;10000;2177.8;5;6.318
12122703;You consistently express disagreement with my suggestions.;"[""communication"", ""disagreement"", ""work"", ""relationships""]";2.5;7.0;"[""overly negative""]";"[""you"", ""consistently"", ""express"", ""disagreement"", ""with"", ""my"", ""suggestions""]";[0.00955, 1.74e-05, 4.79e-05, 4.57e-06, 0.00708, 0.00372, 1.74e-05];[6.98, 4.24, 4.68, 3.66, 6.85, 6.57, 4.24];[11, 4745, 2110, 10000, 14, 27, 4801];5.317142857142858;10000;3101.1428571428573;7;6.317142857142858
4865246;I won't be your friend if you go to England.;"[""friendship"", ""conditions"", ""travel""]";2.5;5.0;"[""political""]";"[""i"", ""won't"", ""be"", ""your"", ""friend"", ""if"", ""you"", ""go"", ""to"", ""england""]";[0.0123, 0.000219, 0.00617, 0.00339, 0.000234, 0.00295, 0.00955, 0.00107, 0.0269, 0.000132];[7.09, 5.34, 6.79, 6.53, 5.37, 6.47, 6.98, 6.03, 7.43, 5.12];[7, 462, 17, 31, 420, 37, 11, 98, 2, 784];6.315;784;186.9;10;6.315
5851210;I'm a weakling.;"[""self-perception"", ""emotions""]";1.0;4.0;"[""overly negative""]";"[""i'm"", ""a"", ""weakling""]";[0.00141, 0.0229, 2.69e-07];[6.15, 7.36, 2.43];[74, 5, 10000];5.3133333333333335;10000;3359.6666666666665;3;6.3133333333333335
321157;I am disgusted with myself for my short memory.;"[""emotions"", ""self-perception"", ""memory""]";2.5;6.0;"[""overly negative""]";"[""i"", ""am"", ""disgusted"", ""with"", ""myself"", ""for"", ""my"", ""short"", ""memory""]";[0.0123, 0.000603, 3.72e-06, 0.00708, 0.000204, 0.0102, 0.00372, 0.000214, 6.46e-05];[7.09, 5.78, 3.57, 6.85, 5.31, 7.01, 6.57, 5.33, 4.81];[7, 160, 10000, 14, 493, 9, 27, 472, 1641];5.8133333333333335;10000;1424.7777777777778;9;6.3133333333333335
47141;It is he who is to blame for the accident.;"[""blame"", ""accidents"", ""responsibility""]";3.0;5.5;"[""violent"", ""overly negative""]";"[""it"", ""is"", ""he"", ""who"", ""is"", ""to"", ""blame"", ""for"", ""the"", ""accident""]";[0.00891, 0.0117, 0.0049, 0.00219, 0.0117, 0.0269, 4.27e-05, 0.0102, 0.0537, 5.13e-05];[6.95, 7.07, 6.69, 6.34, 7.07, 7.43, 4.63, 7.01, 7.73, 4.71];[12, 8, 22, 53, 8, 2, 2330, 9, 1, 1979];6.563;2330;442.4;10;6.313
6051895;The law does not apply to the rich.;"[""law"", ""equality"", ""society""]";3.0;6.0;"[""political"", ""offensive""]";"[""the"", ""law"", ""does"", ""not"", ""apply"", ""to"", ""the"", ""rich""]";[0.0537, 0.000288, 0.00055, 0.0049, 6.46e-05, 0.0269, 0.0537, 8.13e-05];[7.73, 5.46, 5.74, 6.69, 4.81, 7.43, 7.73, 4.91];[1, 329, 177, 23, 1624, 2, 1, 1318];6.3125;1624;434.375;8;6.3125
6506961;Let's hope Tom and Mary can take care of themselves.;"[""well-being"", ""hope""]";2.5;6.0;"[""offensive"", ""overly negative""]";"[""let's"", ""hope"", ""tom"", ""and"", ""mary"", ""can"", ""take"", ""care"", ""of"", ""themselves""]";[0.000145, 0.000275, 6.76e-05, 0.0257, 6.03e-05, 0.00288, 0.000832, 0.000363, 0.0251, 0.000145];[5.16, 5.44, 4.83, 7.41, 4.78, 6.46, 5.92, 5.56, 7.4, 5.16];[712, 346, 1582, 3, 1730, 39, 128, 247, 4, 723];5.812;1730;551.4;10;6.312
13053816;You often ignore my instructions.;"[""behavior"", ""instructions"", ""neglect""]";2.0;5.5;"[""offensive"", ""overly negative""]";"[""you"", ""often"", ""ignore"", ""my"", ""instructions""]";[0.00955, 0.000257, 3.02e-05, 0.00372, 2.34e-05];[6.98, 5.41, 4.48, 6.57, 4.37];[11, 379, 3109, 27, 3820];5.562;3820;1469.2;5;6.312
11406689;Careful! Don't run over the cat!;"[""safety"", ""animals"", ""actions""]";2.5;6.0;"[""violent""]";"[""careful"", ""don't"", ""run"", ""over"", ""the"", ""cat""]";[3.89e-05, 0.00158, 0.000309, 0.0012, 0.0537, 6.03e-05];[4.59, 6.2, 5.49, 6.08, 7.73, 4.78];[2519, 68, 309, 88, 1, 1713];5.8116666666666665;2519;783.0;6;6.3116666666666665
57465;What is the real cause of this tragedy?;"[""questions"", ""tragedy"", ""causes""]";2.5;5.0;"[""triggering"", ""overly negative""]";"[""what"", ""is"", ""the"", ""real"", ""cause"", ""of"", ""this"", ""tragedy""]";[0.0024, 0.0117, 0.0537, 0.000398, 0.000224, 0.0251, 0.00661, 1.38e-05];[6.38, 7.07, 7.73, 5.6, 5.35, 7.4, 6.82, 4.14];[46, 8, 1, 229, 441, 4, 15, 5746];6.31125;5746;811.25;8;6.31125
802643;They paid him to write a letter to the president.;"[""payment"", ""writing"", ""politics""]";3.0;6.0;"[""political""]";"[""they"", ""paid"", ""him"", ""to"", ""write"", ""a"", ""letter"", ""to"", ""the"", ""president""]";[0.00316, 0.000132, 0.00129, 0.0269, 0.000107, 0.0229, 8.91e-05, 0.0269, 0.0537, 0.000282];[6.5, 5.12, 6.11, 7.43, 5.03, 7.36, 4.95, 7.43, 7.73, 5.45];[35, 792, 82, 2, 1008, 5, 1196, 2, 1, 340];6.311000000000002;1196;346.3;10;6.311000000000002
8473040;All of the children were crying and some of the teachers were crying, too.;"[""emotions"", ""children"", ""education""]";2.5;5.0;"[""triggering""]";"[""all"", ""of"", ""the"", ""children"", ""were"", ""crying"", ""and"", ""some"", ""of"", ""the"", ""teachers"", ""were"", ""crying"", ""too""]";[0.00331, 0.0251, 0.0537, 0.000295, 0.00219, 3.63e-05, 0.0257, 0.00158, 0.0251, 0.0537, 5.5e-05, 0.00219, 3.63e-05, 0.000891];[6.52, 7.4, 7.73, 5.47, 6.34, 4.56, 7.41, 6.2, 7.4, 7.73, 4.74, 6.34, 4.56, 5.95];[32, 4, 1, 318, 52, 2666, 3, 69, 4, 1, 1882, 52, 2666, 121];6.310714285714285;2666;562.2142857142857;14;6.310714285714285
12677101;My brothers irritated me.;"[""emotions"", ""irritation"", ""family""]";2.0;6.0;"[""overly negative""]";"[""my"", ""brothers"", ""irritated"", ""me""]";[0.00372, 4.9e-05, 3.16e-06, 0.00302];[6.57, 4.69, 3.5, 6.48];[27, 2065, 10000, 36];5.3100000000000005;10000;3032.0;4;6.3100000000000005
3385925;"Please, I never ask you for anything. ""That's not true. You ask me for things all the time.""";"[""relationships"", ""requests"", ""conflict""]";3.0;6.0;"[""offensive""]";"[""please"", ""i"", ""never"", ""ask"", ""you"", ""for"", ""anything"", ""that's"", ""not"", ""true"", ""you"", ""ask"", ""me"", ""for"", ""things"", ""all"", ""the"", ""time""]";[0.000457, 0.0123, 0.000813, 0.000219, 0.00955, 0.0102, 0.000355, 0.000724, 0.0049, 0.000251, 0.00955, 0.000219, 0.00302, 0.0102, 0.00055, 0.00331, 0.0537, 0.00195];[5.66, 7.09, 5.91, 5.34, 6.98, 7.01, 5.55, 5.86, 6.69, 5.4, 6.98, 5.34, 6.48, 7.01, 5.74, 6.52, 7.73, 6.29];[208, 7, 132, 453, 11, 9, 254, 143, 23, 393, 11, 453, 36, 9, 179, 32, 1, 60];6.3100000000000005;453;134.11111111111111;18;6.3100000000000005
10973746;Budge up.;"[""commands"", ""space""]";1.5;6.0;"[""weird""]";"[""budge"", ""up""]";[1.7e-06, 0.00245];[3.23, 6.39];[10000, 44];4.81;10000;5022.0;2;6.31
2537579;You wouldn't know anything about that, would you?;"[""doubt"", ""knowledge"", ""rhetoric""]";2.5;5.0;"[""offensive""]";"[""you"", ""wouldn't"", ""know"", ""anything"", ""about"", ""that"", ""would"", ""you""]";[0.00955, 0.000151, 0.00126, 0.000355, 0.00251, 0.0102, 0.00186, 0.00955];[6.98, 5.18, 6.1, 5.55, 6.4, 7.01, 6.27, 6.98];[11, 686, 84, 254, 43, 10, 63, 11];6.30875;686;145.25;8;6.30875
52475;They fine you in Singapore if you throw trash in the streets.;"[""rules"", ""geography"", ""environment""]";3.0;6.5;"[""political""]";"[""they"", ""fine"", ""you"", ""in"", ""singapore"", ""if"", ""you"", ""throw"", ""trash"", ""in"", ""the"", ""streets""]";[0.00316, 0.00017, 0.00955, 0.0186, 2.24e-05, 0.00295, 0.00955, 6.76e-05, 2.63e-05, 0.0186, 0.0537, 4.57e-05];[6.5, 5.23, 6.98, 7.27, 4.35, 6.47, 6.98, 4.83, 4.42, 7.27, 7.73, 4.66];[35, 586, 11, 6, 3983, 37, 11, 1581, 3534, 6, 1, 2233];6.0575;3983;1002.0;12;6.3075
304828;He is an old man and should be treated as such.;"[""age"", ""respect"", ""social norms""]";2.0;4.0;"[""offensive"", ""overly negative""]";"[""he"", ""is"", ""an"", ""old"", ""man"", ""and"", ""should"", ""be"", ""treated"", ""as"", ""such""]";[0.0049, 0.0117, 0.00339, 0.000562, 0.000661, 0.0257, 0.000977, 0.00617, 5.13e-05, 0.00589, 0.000692];[6.69, 7.07, 6.53, 5.75, 5.82, 7.41, 5.99, 6.79, 4.71, 6.77, 5.84];[22, 8, 30, 174, 148, 3, 109, 17, 2022, 18, 146];6.306363636363637;2022;245.1818181818182;11;6.306363636363637
11751260;Diego called the cops and reported what was going on.;"[""actions"", ""reporting"", ""crime""]";2.5;5.5;"[""violent"", ""political""]";"[""diego"", ""called"", ""the"", ""cops"", ""and"", ""reported"", ""what"", ""was"", ""going"", ""on""]";[2.29e-05, 0.000389, 0.0537, 2.63e-05, 0.0257, 0.0001, 0.0024, 0.00661, 0.000871, 0.00813];[4.36, 5.59, 7.73, 4.42, 7.41, 5.0, 6.38, 6.82, 5.94, 6.91];[3872, 231, 1, 3476, 3, 1096, 46, 16, 122, 13];6.056;3872;887.6;10;6.306
12725349;My parents say nothing!;"[""family"", ""communication"", ""silence""]";2.0;5.0;"[""overly negative""]";"[""my"", ""parents"", ""say"", ""nothing""]";[0.00372, 0.000162, 0.000776, 0.000355];[6.57, 5.21, 5.89, 5.55];[27, 622, 135, 256];5.805000000000001;622;260.0;4;6.305000000000001
7444847;They told me they were starved.;"[""health"", ""hunger"", ""emotions""]";2.5;6.0;"[""overly negative"", ""triggering""]";"[""they"", ""told"", ""me"", ""they"", ""were"", ""starved""]";[0.00316, 0.000347, 0.00302, 0.00316, 0.00219, 2.95e-06];[6.5, 5.54, 6.48, 6.5, 6.34, 3.47];[35, 268, 36, 35, 52, 10000];5.805;10000;1737.6666666666667;6;6.305
8578150;The need isn't going to go away.;"[""relationships"", ""international relations"", ""politics""]";3.0;6.0;"[""political""]";"[""the"", ""need"", ""isn't"", ""going"", ""to"", ""go"", ""away""]";[0.0537, 0.000933, 0.000257, 0.000871, 0.0269, 0.00107, 0.000417];[7.73, 5.97, 5.41, 5.94, 7.43, 6.03, 5.62];[1, 112, 376, 122, 2, 98, 214];6.304285714285714;376;132.14285714285714;7;6.304285714285714
6731164;You fell down the cellar steps, didn't you?;"[""accidents"", ""actions"", ""locations""]";2.0;5.0;"[""violent""]";"[""you"", ""fell"", ""down"", ""the"", ""cellar"", ""steps"", ""didn't"", ""you""]";[0.00955, 7.08e-05, 0.000759, 0.0537, 3.98e-06, 5.37e-05, 0.000479, 0.00955];[6.98, 4.85, 5.88, 7.73, 3.6, 4.73, 5.68, 6.98];[11, 1483, 137, 1, 10000, 1922, 195, 11];5.803750000000001;10000;1720.0;8;6.303750000000001
7148931;Sami broke the dishwasher.;"[""actions"", ""objects""]";1.5;6.0;"[""violent""]";"[""sami"", ""broke"", ""the"", ""dishwasher""]";[2.19e-06, 7.08e-05, 0.0537, 1.95e-06];[3.34, 4.85, 7.73, 3.29];[10000, 1477, 1, 10000];4.8025;10000;5369.5;4;6.3025
4014570;This isn't a joking matter.;"[""seriousness"", ""matters""]";2.0;5.0;"[""offensive""]";"[""this"", ""isn't"", ""a"", ""joking"", ""matter""]";[0.00661, 0.000257, 0.0229, 1.1e-05, 0.00024];[6.82, 5.41, 7.36, 4.04, 5.38];[15, 376, 5, 6703, 415];5.802;6703;1502.8;5;6.302
6246256;I'm not responsible for what happened.;"[""responsibility"", ""apology"", ""situations""]";2.0;4.5;"[""overly negative""]";"[""i'm"", ""not"", ""responsible"", ""for"", ""what"", ""happened""]";[0.00141, 0.0049, 7.59e-05, 0.0102, 0.0024, 0.000158];[6.15, 6.69, 4.88, 7.01, 6.38, 5.2];[74, 23, 1407, 9, 46, 634];6.051666666666666;1407;365.5;6;6.301666666666666
12775977;The royal family gathered for the annual portrait.;"[""family"", ""royalty"", ""events""]";2.5;6.0;"[""political""]";"[""the"", ""royal"", ""family"", ""gathered"", ""for"", ""the"", ""annual"", ""portrait""]";[0.0537, 7.08e-05, 0.000457, 1.86e-05, 0.0102, 0.0537, 8.71e-05, 1.66e-05];[7.73, 4.85, 5.66, 4.27, 7.01, 7.73, 4.94, 4.22];[1, 1500, 205, 4530, 9, 1, 1211, 4974];5.80125;4974;1553.875;8;6.30125
9166173;What's the point? You're already three hours late.;"[""time"", ""punctuality"", ""criticism""]";2.0;5.0;"[""offensive"", ""overly negative""]";"[""what's"", ""the"", ""point"", ""you're"", ""already"", ""three"", ""hours"", ""late""]";[0.000158, 0.0537, 0.000347, 0.000741, 0.000355, 0.000603, 0.000251, 0.000219];[5.2, 7.73, 5.54, 5.87, 5.55, 5.78, 5.4, 5.34];[645, 1, 265, 140, 253, 164, 388, 456];5.80125;645;289.0;8;6.30125
8438386;Bus drivers aren't the only ones who are on strike.;"[""work"", ""social issues"", ""protests""]";2.5;6.0;"[""political""]";"[""bus"", ""drivers"", ""aren't"", ""the"", ""only"", ""ones"", ""who"", ""are"", ""on"", ""strike""]";[6.76e-05, 3.63e-05, 0.000112, 0.0537, 0.00132, 0.000117, 0.00219, 0.0055, 0.00813, 4.57e-05];[4.83, 4.56, 5.05, 7.73, 6.12, 5.07, 6.34, 6.74, 6.91, 4.66];[1554, 2672, 941, 1, 79, 909, 53, 19, 13, 2234];5.801;2672;847.5;10;6.301
1955070;You can't threaten me.;"[""threats"", ""personal safety""]";2.0;5.0;"[""violent"", ""overly negative""]";"[""you"", ""can't"", ""threaten"", ""me""]";[0.00955, 0.000631, 8.71e-06, 0.00302];[6.98, 5.8, 3.94, 6.48];[11, 154, 7861, 36];5.800000000000001;7861;2015.5;4;6.300000000000001
