id,text,difficulty,max_rank,rank,topics
9638087,This is the street I used to live on.,A2,535,667,
9777664,Yanni put the baby down.,A2,547,668,basic verbs & actions
9248833,It's an example taken from life.,A2,540,669,
7357687,Sami isn't ready.,A2,532,670,negation
12277551,Could you watch the kids?,A2,530,671,polite requests & manners
12675343,He is in front of the house.,A2,529,672,directions & locations
9007891,It was time to take action.,A2,557,673,basic verbs & actions
1242859,There's no need for you to study.,A2,554,674,negation
6259721,You're the one I want to meet.,A2,544,675,personal pronouns
11618704,She gave you them.,A2,559,676,personal pronouns
8120616,The list is very long.,A2,531,677,
7306920,Sami went into college.,A2,538,678,
284845,He has not a little experience.,A2,541,679,negation
9146270,What type of business do you want to start?,A2,546,680,
11660130,Stefan was at the end of the street.,A2,535,681,directions & locations
3749321,Which month is it now?,A2,562,682,"days, months & seasons"
9295719,It's best to see it in action.,A2,557,683,basic verbs & actions
3915964,I have to give her a chance.,A2,548,684,
7172518,I thought that Tom had a chance to win.,A2,548,685,
9400591,The new office is across the street.,A2,556,686,directions & locations
11566266,I never see my son with an open book.,A2,534,687,family & relationships
2660282,I believe he gets up early.,A2,560,688,
10131709,Do you often meet him?,A2,544,689,basic verbs & actions
4013016,It was clear that Tom didn't want to do that.,A2,558,690,negation
21416,Do you take in students?,A2,565,691,
12768271,Self-care is an act of self-love.,A2,564,692,
10056730,They asked for their father.,A2,549,693,family & relationships
687624,Where can I buy a program?,A2,545,694,shopping & prices
294446,He took leave of his family and got on board.,A2,567,695,family & relationships
66085,I always study hard.,A2,554,696,language learning
8536808,He said that he'd rather do that himself.,A2,561,697,
13203352,That's not the main thing right now.,A2,574,698,negation
8398554,She was a working mother.,A2,576,699,family & relationships
8226941,I wanted time instead of money.,A2,573,700,
6345091,Do you really think Tom is outside?,A2,563,701,
7245207,Sami wanted to cut his hair.,A2,569,702,
5450514,I think that wouldn't cost much.,A2,568,703,shopping & prices
13047451,What's your main idea?,A2,574,704,
7260033,Sami held the phone.,A2,572,705,basic verbs & actions
283328,I haven't heard a word from him as yet.,A2,555,706,negation
9241035,He gets along well with everyone.,A2,560,707,
5823431,I didn't think it was the moment.,A2,575,708,negation
2266862,How far is it from your house to town?,A2,580,709,directions & locations
5068075,"Action, not words.",A2,566,710,
4066631,He's thinking really hard.,A2,579,711,
12664909,It's a good road.,A2,577,712,
3922837,Have you cut your hair?,A2,569,713,basic verbs & actions
11439123,She got outside.,A2,563,714,
10816690,They went back on board.,A2,567,715,
1678414,She's not sure she wants to do this.,A2,581,716,negation
7132053,Did Tom have a fight with Mary?,A2,585,717,
4950233,Don't try to force me!,A2,587,718,polite requests & manners
8778968,The road is bad.,A2,577,719,
7380451,Mary held the book in her hand.,A2,572,720,basic verbs & actions
6267743,I want to see the results.,A2,595,721,
4015116,What department are you in?,A2,583,722,
7407182,They played with their children.,A2,590,723,family & relationships
8047597,Some of the men didn't know how to fight.,A2,585,724,negation
1520825,The price is right.,A2,592,725,shopping & prices
11693217,"In Damiano's small town, there is not much to do.",A2,580,726,
66306,When will the law go into force?,A2,587,727,
2361849,I'd never played that game before.,A2,590,728,
1531025,It's not as bad as it seems.,A2,578,729,negation
493818,"When you love what you do, it shows.",A2,597,730,emotions
7384012,He said that's fine with him.,A2,586,731,
3181749,You never talk about your wife.,A2,601,732,family & relationships
8193374,I hope all goes well.,A2,606,733,
6501598,"Tom and Mary could hear John, but they couldn't see him.",A2,588,734,negation
12255738,Let's rest!,A2,594,735,
8169652,Did you buy the land?,A2,608,736,
3916001,We should give them some space.,A2,598,737,
11741546,There has to be a term for everything.,A2,600,738,
3454812,I'll look into this issue more.,A2,589,739,
6272571,I want to see results.,A2,595,740,
2045817,You have such a beautiful home.,A2,604,741,
286072,I took no account of what he said.,A2,616,742,
259117,I'm as strong as before.,A2,614,743,
7813820,I like running in the rain.,A2,596,744,likes & dislikes
5754699,I still have a shot.,A2,612,745,
1385516,We have to find the right person for each position.,A2,624,746,
12103404,I heard about your date.,A2,605,747,
2359493,I haven't even told my wife.,A2,601,748,
10093065,The site's not working at all.,A2,613,749,
7241148,I want to give it a shot.,A2,612,750,
2648561,Did you record it?,A2,625,751,
8592244,The power goes on and off.,A2,606,752,
4483769,They look so similar that I don't know who is who.,A2,626,753,
11101813,You didn't miss anything.,A2,609,754,
5747552,I'll be strong for you.,A2,614,755,
6687952,I'm likely to have to do that.,A2,637,756,
6048313,"For some reason, they didn't include my name on the list.",A2,620,757,
11184793,The film is about that.,A2,633,758,
5751973,I think it's personal.,A2,640,759,
5085306,He could not take his eyes off of her.,A2,619,760,
24795,"Above all, you must help each other.",A2,629,761,
5467660,They won that game.,A2,646,762,
6849212,Tell us about what happened.,A2,634,763,
1037220,They live on the floor above.,A2,629,764,
880595,There's a couple here.,A2,651,765,"numbers & counting,family & relationships"
7260066,Sami's phone died.,A2,632,766,"possession (my, your, his)"
12963833,I knew he knew what I was doing.,A2,635,767,"personal pronouns,basic verbs & actions"
252080,My parents aren't old yet.,A2,622,768,"negation,family & relationships,age"
7111053,I knew that it was time to leave.,A2,635,769,telling time
280159,"Hold up your head, and look at me.",A2,655,770,"basic verbs & actions,personal pronouns"
6841158,Do you know who won?,A2,646,771,asking for help
2398665,Let me tell you a little bit of the inside story.,A2,657,772,basic verbs & actions
6122820,This must be a new record.,A2,625,773,"numbers & counting,basic verbs & actions"
6806858,Sami put the video online.,A2,659,774,basic verbs & actions
11023170,They make a nice couple.,A2,651,775,family & relationships
4014012,Would you like me to turn the TV off?,A2,644,776,"polite requests & manners,basic verbs & actions"
2893008,You're perfect for the job.,A2,639,777,personal pronouns
8403682,They have this thing in common.,A2,631,778,basic verbs & actions
10854192,Get your business online.,A2,659,779,"basic verbs & actions,possession (my, your, his)"
12353819,Benny goes to the club.,A2,630,780,basic verbs & actions
11181383,That's not very likely to happen again.,A2,654,781,negation
9768778,"Let's go talk to him. ""Lead the way.""",A2,636,782,"basic verbs & actions,personal pronouns"
2663101,Then we shouldn't have any problems.,A2,662,783,negation
6376124,All Sami wanted was his share of the good life.,A2,642,784,"possession (my, your, his)"
12846938,She called the head of security.,A2,641,785,"basic verbs & actions,family & relationships"
11887287,Have you taken the test yet?,A2,667,786,asking for help
7517653,I know you're not likely to do that.,A2,637,787,negation
48351,May I talk with you in private about the matter?,A2,661,788,polite requests & manners
9060997,"Come inside, and we'll talk it over.",A2,657,789,basic verbs & actions
5157808,I'm a team player.,A2,660,790,"personal pronouns,basic verbs & actions"
3327500,Can you hold my hand?,A2,655,791,polite requests & manners
12037566,Why don't we have a short break?,A2,670,792,basic verbs & actions
6108731,They're dead to me.,A2,652,793,"negation,emotions"
12202608,I have an hour.,A2,675,794,telling time
3723413,That makes a lot of sense.,A2,665,795,basic verbs & actions
3312981,We need to test it.,A2,667,796,basic verbs & actions
46209,There were not many present.,A2,680,797,negation
3905167,I'm still training him.,A2,684,798,basic verbs & actions
12355807,"In any event, I want to see him.",A2,673,799,basic verbs & actions
10339580,Well done. Give yourself a star.,A2,666,800,basic verbs & actions
9134449,This is true from my point of view.,A2,668,801,"possession (my, your, his)"
5152842,We'll return.,A2,663,802,"basic verbs & actions,future plans & goals"
11724788,She is not a member of the club.,A2,677,803,negation
11774589,Antonio was in the middle of the group.,A2,678,804,"directions & locations,numbers & counting"
5107376,"I said sorry, didn't I?",A2,682,805,"basic verbs & actions,negation"
6003780,Tom wanted to talk to Mary in private.,A2,661,806,"basic verbs & actions,family & relationships"
3380682,What are their rights?,A2,664,807,"possession (my, your, his)"
50797,And after a long time the boy came back again.,A2,688,808,"basic verbs & actions,numbers & counting"
11483796,Daniel was in middle school and had no friends.,A2,678,809,"numbers & counting,basic verbs & actions"
9517298,It'll be gone soon.,A2,693,810,future plans & goals
6269582,I don't like this design.,A2,689,811,"likes & dislikes,negation"
10548093,"Let me take a little break, please.",A2,670,812,polite requests & manners
6048993,Are you happy with the result?,A2,681,813,emotions
267825,Girls came in one after another.,A2,691,814,"numbers & counting,basic verbs & actions"
2540202,I wish you'd tell me what happened.,A2,685,815,basic verbs & actions
12081042,Did you get what you needed to do done?,A2,679,816,basic verbs & actions
8180306,I think that we both know the answer to that.,A2,687,817,basic verbs & actions
2248041,I'm in training.,A2,684,818,basic verbs & actions
7795037,Most people think they are above average.,A2,704,819,"basic verbs & actions,family & relationships"
3052899,And what will be the result of that?,A2,681,820,greetings & introductions
7356827,It's so great to finally meet you.,A2,690,821,language learning
12198956,We need to learn more about it.,A2,698,822,language learning
272332,The baby takes after its father.,A2,683,823,"animals,family & relationships"
6869377,I knew we should have brought more food with us.,A2,706,824,basic verbs & actions
12826926,You're the king.,A2,697,825,negation
392296,Finally!,A2,690,826,negation
5011392,There's no set policy.,A2,699,827,negation
6003908,I never go to church.,A2,708,828,negation
3087586,I added your name to the list.,A2,701,829,negation
9963564,The boy didn't change his mind.,A2,688,830,"negation,basic verbs & actions"
12272823,Sometimes I need to be alone.,A2,703,831,"basic verbs & actions,personal pronouns"
42325,Is it fine gold?,A2,692,832,"basic verbs & actions,personal pronouns"
12515197,Do you want to do this alone?,A2,703,833,basic verbs & actions
11264411,They made this book into a movie.,A2,715,834,"basic verbs & actions,negation"
546449,I'm looking for a certain old man.,A2,707,835,basic verbs & actions
7556799,People form society.,A2,700,836,negation
12068202,Guess what else happened.,A2,694,837,negation
10041581,That isn't very original.,A2,716,838,basic verbs & actions
8943645,He's someone who's gone around a lot.,A2,693,839,basic verbs & actions
5965391,Money is king.,A2,697,840,basic verbs & actions
12208916,Use both your hands.,A2,710,841,basic verbs & actions
2254664,Where's the original?,A2,716,842,directions & locations
8838733,When does the book go to press?,A2,719,843,
7517951,I knew that that would interest you.,A2,695,844,
4916092,Is it hot outside?,A2,711,845,
11827817,Have you received all of it?,A2,720,846,
12855441,It's not hot right now.,A2,711,847,negation
10855098,She has a very important role.,A2,721,848,
5678800,There is a beautiful park in the center of the town.,A2,717,849,
12527917,Did you really like my performance?,A2,718,850,likes & dislikes
7408362,They could've gone by themselves.,A2,723,851,
3822956,Maybe we should wait a little longer.,A2,713,852,
3365629,We're at the bank.,A2,705,853,
2270151,What year of medical school are you in?,A2,714,854,
11217421,Which books have you read?,A2,730,855,
8480168,He's going east.,A2,709,856,directions & locations
12293424,Why have you brought him here?,A2,706,857,
5226852,Aren't these your books?,A2,730,858,"possession (my, your, his)"
288908,He worked for a rich man.,A2,725,859,
3729187,That's why I sent for you.,A2,722,860,
711978,Is this really worth it?,A2,726,861,
12054375,It wasn't worth the time.,A2,726,862,
249501,We must provide for our old age.,A2,738,863,
9956268,Yanni received support from so many people.,A2,720,864,
1638149,Have you tried it?,A2,724,865,
3131741,Things like this don't usually happen to me.,A2,744,866,
8417694,That's exactly what we should do.,A2,733,867,
9794059,Yanni is on the ground.,A2,735,868,
11735210,Let's talk about the evidence.,A2,746,869,
11580649,"Now, let the rest of it cool.",A2,731,870,
8879664,Tom was in time for the meeting.,A2,736,871,
12242344,Then why are you giving her money?,A2,734,872,
7408402,They say they like living by themselves.,A2,723,873,likes & dislikes
12698231,Who exactly are they?,A2,733,874,
11511239,James became a good person with time.,A2,728,875,
10697616,"If you have any other questions, please feel free to ask them.",A2,739,876,polite requests & manners
11424877,They value Mina.,A2,745,877,
313591,She lives in a large house.,A2,748,878,
7156504,Sami heard that sound.,A2,742,879,
3184582,It was nice meeting you.,A2,736,880,greetings & introductions
12573869,Our relationship is as strong as it has ever been.,A2,740,881,family & relationships
2834057,Water is a source of life.,A2,743,882,
8373473,He became a film director.,A2,732,883,
3821814,This list is not official.,A2,749,884,negation
11633638,I wasn't ready for a relationship back then.,A2,740,885,family & relationships
12646144,Which road should we follow?,A2,747,886,directions & locations
6873199,I'm reading a book now.,A2,753,887,
6408503,Mary did what she could in the short amount of time she had.,A2,760,888,
5757963,I know the source.,A2,743,889,
7735250,The police got the evidence they needed.,A2,746,890,
10607858,Eat without talking.,A2,765,891,
2662810,"Whatever the problem is, we can work it out.",A2,759,892,
1712828,Look at all the cool stuff.,A2,757,893,
13307254,"Now you've got a car, you can come round and see me more often.",A2,754,894,
8645642,Run very fast.,A2,767,895,
2891579,It's going to be OK.,A2,750,896,
27625,A man came up to me and asked for a match.,A2,774,897,
2783746,Someone is coming round.,A2,754,898,
3109509,We'll never make it at this rate.,A2,752,899,negation
57159,This news is official.,A2,749,900,
8536177,He needs to learn how to stand up for himself.,A2,756,901,
11879614,We saw the picture.,A2,777,902,
9280876,Yanni started to have a good feeling about that.,A2,769,903,
265632,You'll save yourself a lot of time if you take the car.,A2,755,904,
7765597,They have beautiful blue eyes.,A2,761,905,colors & shapes
11233308,Did anyone see him fall?,A2,766,906,
5901322,Where's my stuff?,A2,757,907,"possession (my, your, his)"
528093,What? You don't know how to drive a car yet?,A2,764,908,negation
11970779,Martha was looking like a model.,A2,775,909,
4569189,"Which do you like better, spring or fall?",A2,766,910,"days, months & seasons,likes & dislikes"
10985030,Would this match?,A2,774,911,
10610478,You are free to think whatever you want.,A2,759,912,personal pronouns
11082552,I drive my father's car.,A2,764,913,"possession (my, your, his),family & relationships"
11002585,I haven't felt this good in a long time.,A2,770,914,emotions
11962697,I hope this changes your mind.,A2,783,915,"future plans & goals,personal pronouns"
479006,Here is my key.,A2,788,916,"possession (my, your, his)"
9153904,I'm looking forward to the change.,A2,785,917,future plans & goals
8534594,Study in groups.,A2,786,918,language learning
2033831,"Hey, you want to have a lot of fun? Come with us.",A2,787,919,polite requests & manners
325920,Do you have any in green?,A2,771,920,colors & shapes
11425830,She felt alone.,A2,770,921,emotions
59564,A TV set of this size will take little space.,A2,778,922,
7259013,Sami's mom couldn't drive him to work.,A2,789,923,"family & relationships,negation"
3677321,All I wanted was a little more attention.,A2,800,924,personal pronouns
248866,We're paid by the job.,A2,792,925,basic verbs & actions
6713204,She doesn't trust anyone.,A2,780,926,negation
7954253,What page should I read to you?,A2,791,927,basic verbs & actions
2647094,"Step in here, please.",A2,779,928,polite requests & manners
8043756,Let's get our picture taken.,A2,777,929,basic verbs & actions
12839209,He's a man of science.,A2,795,930,
11948959,What led you there?,A2,810,931,basic verbs & actions
321409,My brother and I like the same food.,A2,801,932,"family & relationships,likes & dislikes"
7473642,They didn't know who they should trust.,A2,780,933,negation
6440366,Did you find your key?,A2,788,934,"possession (my, your, his)"
313228,She's a woman of strong character.,A2,803,935,
6687224,I'm paid to do this.,A2,792,936,basic verbs & actions
7389862,He looked around for his key.,A2,811,937,"possession (my, your, his)"
13371769,They don't hate her.,A2,807,938,negation
245688,And it is right and natural for children both to have it and to show it.,A2,813,939,
1887371,I have something to trade.,A2,796,940,"possession (my, your, his),basic verbs & actions"
11239637,You can leave a review.,A2,794,941,basic verbs & actions
8301614,His father is a football player.,A2,806,942,family & relationships
11669820,"His style is ""do as I say, not as I do"".",A2,818,943,"possession (my, your, his)"
10719062,We're going to a football match.,A2,806,944,sports
10683562,We'll send someone to you.,A2,817,945,basic verbs & actions
2954917,You're an amazing woman.,A2,821,946,personal pronouns
3178644,I need to complete it as soon as possible.,A2,825,947,"future plans & goals,basic verbs & actions"
7386072,She set down her cup.,A2,805,948,basic verbs & actions
6570053,Sami took care of the property.,A2,815,949,
11497489,You have my whole attention.,A2,800,950,"possession (my, your, his)"
9199383,This isn't the kind of oil we need.,A2,834,951,negation
10520348,"The price is the same, but the quality is better.",A2,816,952,shopping & prices
302630,He came to terms with her.,A2,838,953,
2856775,This is style!,A2,818,954,
4495190,How serious is it?,A2,836,955,
8423426,His blood is red.,A2,823,956,colors & shapes
3109407,I'd hate to be the one who has to make that decision.,A2,847,957,emotions
11698814,You are never too old to learn a new language.,A2,831,958,language learning
8626044,He's a natural for that job.,A2,813,959,
321757,I work not so much for money as for the work itself.,A2,830,960,"negation,likes & dislikes"
2574422,Bad people aren't born bad.,A2,843,961,negation
11641267,Leon has never been too involved.,A2,829,962,personal pronouns
6781664,I've been doing that my entire life.,A2,849,963,basic verbs & actions
8175539,He will enjoy himself.,A2,848,964,basic verbs & actions
10017271,I had to learn a new language to talk with my wife.,A2,831,965,language learning
64241,Your dog is very big.,A2,826,966,"possession (my, your, his),animals"
8532063,She didn't enjoy doing that with him.,A2,848,967,"negation,likes & dislikes"
5328879,Blood is red.,A2,823,968,colors & shapes
12356278,We often met here when we were students.,A2,853,969,"future plans & goals,basic verbs & actions"
9663050,You're not as poor as I am.,A2,855,970,negation
8682257,My dog wants to play.,A2,826,971,"possession (my, your, his),animals"
5190602,Don't you remember the title?,A2,839,972,negation
284489,I want to come to terms with him.,A2,838,973,basic verbs & actions
11565208,We don't have the technology for that.,A2,858,974,negation
680079,I'd like to add some information to my report.,A2,840,975,basic verbs & actions
3502159,Perhaps you'd better drive.,A2,854,976,polite requests & manners
12891853,They went on stage.,A2,837,977,future plans & goals
8360746,It is already written.,A2,861,978,basic verbs & actions
2148864,He's getting used to this situation.,A2,857,979,basic verbs & actions
286898,His guess turned out to be right.,A2,859,980,basic verbs & actions
13289936,I knew that we didn't have a choice.,A2,862,981,negation
4499340,Technology can help.,A2,858,982,
8514197,He set up a website for her.,A2,860,983,basic verbs & actions
55453,This is the house he was born in.,A2,843,984,"possession (my, your, his)"
5748025,This article is wrong.,A2,841,985,
9478141,What's this article about?,A2,841,986,
3830664,Perhaps we should take a short break.,A2,854,987,polite requests & manners
1633567,You left the door open.,A2,869,988,basic verbs & actions
5945274,Where's the source code?,A2,863,989,basic verbs & actions
1825055,Nothing has been decided yet.,A2,846,990,negation
11918815,Pick one out of all of them.,A2,881,991,basic verbs & actions
6064992,Haven't you ever considered doing that?,A2,864,992,personal pronouns
7439321,They said they considered doing that.,A2,864,993,basic verbs & actions
1411397,That's his private website.,A2,860,994,"possession (my, your, his)"
3151607,Can you give me a sign?,A2,885,995,polite requests & manners
1777518,She has a large staff working for her.,A2,888,996,"possession (my, your, his),basic verbs & actions"
2847681,I need more cover.,A2,867,997,basic verbs & actions
4953380,Let's never lose hope.,A2,879,998,negation
7249877,Sami turned around super fast.,A2,889,999,basic verbs & actions
5725801,I would like to increase the price.,A2,877,1000,"shopping & prices,polite requests & manners"
8476322,He's in bed.,A2,893,1001,directions & locations
13196072,The door is over there.,A2,869,1002,directions & locations
12862258,Where do you sign?,A2,885,1003,asking for help
3724192,That seems simple enough.,A2,886,1004,
8996463,What time are you going to pick Tom up?,A2,881,1005,telling time
6435624,Tom is probably going to win the race.,A2,882,1006,future plans & goals
7984741,Why is it so hard to learn to a foreign language?,A2,875,1007,language learning
3825581,Would you like me to continue?,A2,865,1008,polite requests & manners
301160,He's well built.,A2,895,1009,
9865250,I can walk no further.,A2,891,1010,"negation,basic verbs & actions"
5726500,I believe this should be changed.,A2,897,1011,basic verbs & actions
4502140,That is simply not true.,A2,887,1012,negation
1777517,He has a large staff working for him.,A2,888,1013,"personal pronouns,possession (my, your, his)"
8015764,Can I ask you a legal question?,A2,878,1014,polite requests & manners
11058341,I don't think Tom knows how I feel.,A2,906,1015,emotions
2272047,It just doesn't seem likely.,A2,883,1016,negation
71485,I'll be in bed by the time you get home.,A2,893,1017,telling time
323952,"Night coming on, people began to get home.",A2,894,1018,"telling time,basic verbs & actions"
4496483,You changed my life.,A2,897,1019,"personal pronouns,basic verbs & actions"
3689341,I love my daily life.,A2,899,1020,likes & dislikes
2542316,I'm sure you'll figure it out.,A2,904,1021,"personal pronouns,future plans & goals"
1183653,I love both my daughter and my son.,A2,900,1022,family & relationships
11189998,Please sign this paper.,A2,910,1023,polite requests & manners
2898212,I built this house with my own hands.,A2,895,1024,"possession (my, your, his)"
263644,I am playing it safe.,A2,914,1025,basic verbs & actions
2713769,That's not safe.,A2,914,1026,negation
11685698,The voice wasn't Claudio's.,A2,918,1027,"possession (my, your, his)"
1579465,The hospital is next to the school.,A2,905,1028,directions & locations
6601867,It's a modern design.,A2,908,1029,
8440255,I don't think I know anyone in these parts.,A2,911,1030,negation
2359450,I've done crazier things than this.,A2,898,1031,basic verbs & actions
12199579,I heard the man's voice.,A2,918,1032,"possession (my, your, his)"
6809512,Sami wasn't popular at high school.,A2,912,1033,negation
10021839,I have many published books.,A2,913,1034,basic verbs & actions
2548515,We all have to die.,A2,902,1035,basic verbs & actions
3109697,This isn't so difficult.,A2,903,1036,negation
321159,"Do it right now, before you forget.",A2,924,1037,basic verbs & actions
7198339,It isn't difficult to do.,A2,903,1038,negation
6334804,We're not the only ones doing that.,A2,909,1039,"negation,personal pronouns"
8955702,I don't have Internet at home.,A2,928,1040,"negation,possession (my, your, his)"
8951273,What are you guys writing?,A2,920,1041,basic verbs & actions
240938,Hiroki was at a loss what to do.,A2,907,1042,basic verbs & actions
6089470,If I was rich I'd buy a house by the sea.,A2,933,1043,future plans & goals
5099107,Love rules over hate.,A2,932,1044,emotions
7147510,Sami knows that I don't like that.,A2,906,1045,"likes & dislikes,negation"
1344025,Modern art doesn't interest me.,A2,908,1046,"likes & dislikes,negation"
3138423,I am on the Internet.,A2,928,1047,personal pronouns
30731,"If it were not for the sun, there would be no life on the earth.",A2,923,1048,plants
280557,"We have something special for you, sir.",A2,934,1049,polite requests & manners
10122769,You and I have the same goal.,A2,925,1050,personal pronouns
12415411,You're starting.,A2,915,1051,basic verbs & actions
572577,What a huge dog!,A2,927,1052,animals
11707367,"I talk to you, listen to me.",A2,929,1053,polite requests & manners
372422,Whose book is it?,A2,919,1054,"possession (my, your, his)"
10032367,That isn't my goal.,A2,925,1055,"negation,future plans & goals"
8521437,He might've followed her.,A2,946,1056,
1813148,How long was he in the army?,A2,921,1057,asking for help
12290207,Is he okay?,A2,930,1058,"personal pronouns,emotions"
12972057,He's waiting for you to give him an answer.,A2,938,1059,"personal pronouns,basic verbs & actions"
6912796,I'm not good at doing that because I never practice.,A2,931,1060,negation
1898119,Think of all the fun you've been missing.,A2,950,1061,"personal pronouns,likes & dislikes"
12065517,That's something worth waiting for.,A2,938,1062,basic verbs & actions
25378,Can you see something red down below?,A2,943,1063,colors & shapes
35624,We called the party a great success.,A2,935,1064,basic verbs & actions
295986,He is deep in study.,A2,945,1065,basic verbs & actions
11830363,Ivan released the girl.,A2,954,1066,basic verbs & actions
4013093,I'm sure that Tom will pass the test.,A2,952,1067,future plans & goals
3329592,"Can I get you anything, sir?",A2,934,1068,polite requests & manners
908446,"There is a time for many words, and there is also a time for sleep.",A2,957,1069,"days, months & seasons,basic verbs & actions"
11503671,The police car followed David.,A2,946,1070,basic verbs & actions
11521175,Are you basing this on something you saw on TV?,A2,942,1071,basic verbs & actions
8340491,Practice as often as you can.,A2,931,1072,language learning
4497669,There are other ways to do this.,A2,939,1073,basic verbs & actions
5734279,We're going to build on this.,A2,963,1074,future plans & goals
10990209,Come here and show me your report card.,A2,964,1075,polite requests & manners
48268,The dog wouldn't let go of the ball.,A2,961,1076,animals
10041685,This cup is mine.,A2,971,1077,"possession (my, your, his)"
12952115,He turned towards the sound.,A2,936,1078,basic verbs & actions
10196808,He's only writing the truth.,A2,960,1079,"basic verbs & actions,negation"
2946665,It's a professional-looking website.,A2,953,1080,
3635895,That's not mine.,A2,971,1081,"possession (my, your, his),negation"
2096091,Which table?,A2,958,1082,"asking for help,directions & locations"
5852348,I created this.,A2,944,1083,basic verbs & actions
2012987,I want to make you an offer.,A2,951,1084,basic verbs & actions
2405883,I said my piece.,A2,975,1085,basic verbs & actions
12168397,I want to see what's inside that box.,A2,962,1086,"personal pronouns,basic verbs & actions"
2820777,I pass the bank every day on the way to work.,A2,952,1087,"directions & locations,basic verbs & actions"
3177999,Did you sleep in here?,A2,957,1088,basic verbs & actions
10322627,Is that a recent picture?,A2,977,1089,
12847935,You should visit him.,A2,980,1090,personal pronouns
55538,This is true in a large number of cases.,A2,965,1091,basic verbs & actions
2541516,I was going to leave you a note.,A2,973,1092,numbers & counting
7786293,Each of the boys wants to drive a car.,A2,986,1093,"future plans & goals,basic verbs & actions"
32702,We're looking forward to seeing you again.,A2,978,1094,"basic verbs & actions,negation"
2376021,I know it isn't the truth.,A2,960,1095,"asking for help,basic verbs & actions"
11259530,Can you come straight to the point?,A2,979,1096,basic verbs & actions
1606601,It's dark in here.,A2,966,1097,basic verbs & actions
11176318,The food is included.,A2,993,1098,basic verbs & actions
11498992,Daniel put up the list on the wall.,A2,981,1099,personal pronouns
254150,Am I included in the team?,A2,993,1100,basic verbs & actions
5095388,Here come the boys.,A2,986,1101,basic verbs & actions
10085400,What kind of house do you want to build?,A2,963,1102,
4497753,I don't have any pain at all.,A2,996,1103,
1664441,I am building a wall.,A2,981,1104,
11531540,I'd go home straight away if I were you.,A2,979,1105,
11287761,She wrote that.,A2,984,1106,
7246423,Sami was talking about hair products.,A2,976,1107,
8582131,The police officer said that we should go that way.,A2,995,1108,
11421801,They respect people.,A2,999,1109,
3657346,What does the police officer do?,A2,995,1110,
10819468,Would you like to change places?,A2,998,1111,
7990036,Sami gives his phone number out all the time.,A2,991,1112,
10906669,Our products are better than your products.,A2,976,1113,
2915034,I don't know how to write about what's going on in my life.,A2,1008,1114,
6259643,Are your parents still married?,A2,994,1115,
1557588,Who would you like to speak with?,A2,1004,1116,
2361325,I don't like rock music.,A2,1002,1117,
7175131,Tom thought that Mary might be allowed to do that in the near future.,A2,985,1118,
3125720,Can you be more specific?,A2,1005,1119,
3989547,Dan didn't even listen to Linda's album.,A2,1010,1120,
61791,Here is my album.,A2,1010,1121,
9812256,Keep an eye on the baby while I'm away.,A2,1018,1122,
12910746,I made it to the river.,A2,1001,1123,
1121347,She's going to the top of the rock.,A2,1002,1124,
7126669,How can you not respect them?,A2,999,1125,
8235820,Keep an eye on the road.,A2,1018,1126,
1745148,I have to create a new website.,A2,1014,1127,
39833,It was only recently that she changed her mind.,A2,1026,1128,
6119310,Sami was much more specific.,A2,1005,1129,
3054324,When and where shall we meet?,A2,1003,1130,
6141809,Call me at half past six please.,A2,1000,1131,
6324859,Is your daughter a student?,A2,1031,1132,
8160831,That's exactly why I can create music.,A2,1014,1133,
6935499,Have you gone to a park recently?,A2,1026,1134,
6899037,"You're the person in charge, aren't you?",A2,1012,1135,
10491051,We cannot allow that.,A2,1039,1136,
6439491,"It's pretty cold, isn't it?",A2,1013,1137,
2052215,That's a very funny story!,A2,1019,1138,
13368188,I've never been to this store.,A2,1030,1139,negation
2200123,Our time is limited.,A2,1021,1140,
6232733,Tom said he knew he might be required to do that soon.,A2,1027,1141,
5036890,Everyone came except for Marco.,A2,1017,1142,
12637174,I provided them with what they needed.,A2,1025,1143,
7241354,Sami was on the track team.,A2,1033,1144,sports
1300107,We could live in peace here.,A2,1024,1145,
12091619,It's brown.,A2,1043,1146,colors & shapes
10720898,When can we go to the store?,A2,1030,1147,
2617338,It's a limited-time offer.,A2,1021,1148,
6509256,Are Tom and Mary still trying to lose weight?,A2,1036,1149,
7967238,Sami is back on the sales floor.,A2,1028,1150,
6234127,How many weeks have you already spent doing that?,A2,1029,1151,numbers & counting
6128532,Have you ever wanted to live on an island?,A2,1052,1152,
6335773,"If you think it'll make you happy, go ahead and do that.",A2,1038,1153,
10505813,We didn't expect anything like this to happen.,A2,1050,1154,negation
7132068,Are we on the right track?,A2,1033,1155,
271443,The government has set up a committee to look into the problem.,A2,1046,1156,
9022629,Let's read the text.,A2,1062,1157,basic verbs & actions
11535092,We're just going to double-check.,A2,1049,1158,
2259593,They moved the date of the party forward.,A2,1053,1159,
9989255,We're watching Tom.,A2,1035,1160,basic verbs & actions
11883652,I want a radio.,A2,1059,1161,"possession (my, your, his),basic verbs & actions"
3904255,Who's watching him?,A2,1035,1162,"personal pronouns,basic verbs & actions"
5740767,It made little difference.,A2,1048,1163,"negation,basic verbs & actions"
2360229,I've run out of gas.,A2,1051,1164,basic verbs & actions
10569315,We have an addition to the family.,A2,1037,1165,family & relationships
